LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate
1064,-,1131670665,2005.11.10,tbird-sm1,Nov,10,16:57:45,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=7, state 1, GUID=601b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1065,-,1131670665,2005.11.10,tbird-sm1,Nov,10,16:57:45,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=8, state 1, GUID=ec6b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1066,-,1131670665,2005.11.10,tbird-sm1,Nov,10,16:57:45,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=8, state 1, GUID=3c77040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1067,-,1131670665,2005.11.10,tbird-sm1,Nov,10,16:57:45,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=6, state 1, GUID=1014040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1068,-,1131670665,2005.11.10,tbird-sm1,Nov,10,16:57:45,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=8b72020000ad0500, port=23, state 1, GUID=9414040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1069,-,1131670665,2005.11.10,tbird-sm1,Nov,10,16:57:45,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=8d72020000ad0500, port=24, state 1, GUID=5010040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1070,-,1131670665,2005.11.10,tbird-sm1,Nov,10,16:57:45,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=b270020000ad0500, port=24, state 1, GUID=2cbd030000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1071,-,1131670665,2005.11.10,tbird-sm1,Nov,10,16:57:45,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=5, state 1, GUID=5464040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1072,-,1131670666,2005.11.10,tbird-admin1,Nov,10,16:57:46,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1684,data_thread() got not answer from any [Thunderbird_C6] datasource,E26,data_thread() got not answer from any [Thunderbird_D6] datasource
1073,-,1131670666,2005.11.10,tbird-sm1,Nov,10,16:57:46,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=8, state 1, GUID=901a040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1074,-,1131670666,2005.11.10,tbird-sm1,Nov,10,16:57:46,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=9, state 1, GUID=c1b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1075,-,1131670666,2005.11.10,tbird-sm1,Nov,10,16:57:46,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=9, state 1, GUID=346c040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1076,-,1131670666,2005.11.10,tbird-sm1,Nov,10,16:57:46,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=9, state 1, GUID=c822040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1077,-,1131670666,2005.11.10,tbird-sm1,Nov,10,16:57:46,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=8b72020000ad0500, port=24, state 1, GUID=5014040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1078,-,1131670667,2005.11.10,tbird-admin1,Nov,10,16:57:47,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1684,data_thread() got not answer from any [Thunderbird_D7] datasource,E26,data_thread() got not answer from any [Thunderbird_D6] datasource
1079,-,1131670667,2005.11.10,tbird-sm1,Nov,10,16:57:47,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=9, state 1, GUID=a81a040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1080,-,1131670667,2005.11.10,tbird-sm1,Nov,10,16:57:47,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=8, state 1, GUID=3811040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1081,-,1131670667,2005.11.10,tbird-sm1,Nov,10,16:57:47,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=6, state 1, GUID=4c72040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1082,-,1131670668,2005.11.10,tbird-admin1,Nov,10,16:57:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1684,data_thread() got not answer from any [Thunderbird_C8] datasource,E26,data_thread() got not answer from any [Thunderbird_D6] datasource
1083,-,1131670668,2005.11.10,tbird-sm1,Nov,10,16:57:48,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=10, state 1, GUID=641b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1084,-,1131670668,2005.11.10,tbird-sm1,Nov,10,16:57:48,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=10, state 1, GUID=4470040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1085,-,1131670668,2005.11.10,tbird-sm1,Nov,10,16:57:48,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=10, state 1, GUID=6477040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1086,-,1131670668,2005.11.10,tbird-sm1,Nov,10,16:57:48,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=9, state 1, GUID=3c10040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1087,-,1131670668,2005.11.10,tbird-sm1,Nov,10,16:57:48,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=7, state 1, GUID=7c77040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1088,-,1131670669,2005.11.10,dn395,Nov,10,16:57:49,dn395/dn395,ntpd,32423,"synchronized to 10.100.24.250, stratum 3",E13,"synchronized to <*>.<*>.<*>.<*>, stratum <*>"
1089,-,1131670669,2005.11.10,dn84,Nov,10,16:57:49,dn84/dn84,ntpd,10005,"synchronized to 10.100.30.250, stratum 3",E13,"synchronized to <*>.<*>.<*>.<*>, stratum <*>"
1090,-,1131670669,2005.11.10,tbird-sm1,Nov,10,16:57:49,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=10, state 1, GUID=9c1b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1091,-,1131670669,2005.11.10,tbird-sm1,Nov,10,16:57:49,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=12, state 1, GUID=9416040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1092,-,1131670669,2005.11.10,tbird-sm1,Nov,10,16:57:49,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=11, state 1, GUID=b86b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1093,-,1131670669,2005.11.10,tbird-sm1,Nov,10,16:57:49,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=11, state 1, GUID=fc76040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1094,-,1131670669,2005.11.10,tbird-sm1,Nov,10,16:57:49,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=10, state 1, GUID=1c6e040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1095,-,1131670669,2005.11.10,tbird-sm1,Nov,10,16:57:49,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=8, state 1, GUID=865040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1096,-,1131670670,2005.11.10,tbird-sm1,Nov,10,16:57:50,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=12, state 1, GUID=6c1b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1097,-,1131670670,2005.11.10,tbird-sm1,Nov,10,16:57:50,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=17, state 1, GUID=a01a040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1098,-,1131670670,2005.11.10,tbird-sm1,Nov,10,16:57:50,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=12, state 1, GUID=e06b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1099,-,1131670670,2005.11.10,tbird-sm1,Nov,10,16:57:50,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=12, state 1, GUID=8c65040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1100,-,1131670670,2005.11.10,tbird-sm1,Nov,10,16:57:50,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=11, state 1, GUID=2c0e040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1101,-,1131670670,2005.11.10,tbird-sm1,Nov,10,16:57:50,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=9, state 1, GUID=a069040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1102,-,1131670671,2005.11.10,dn665,Nov,10,16:57:51,dn665/dn665,ntpd,319,"synchronized to 10.100.28.250, stratum 3",E13,"synchronized to <*>.<*>.<*>.<*>, stratum <*>"
1103,-,1131670671,2005.11.10,tbird-sm1,Nov,10,16:57:51,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=17, state 1, GUID=741b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1104,-,1131670671,2005.11.10,tbird-sm1,Nov,10,16:57:51,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=18, state 1, GUID=9c1a040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1105,-,1131670671,2005.11.10,tbird-sm1,Nov,10,16:57:51,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=19, state 1, GUID=821040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1106,-,1131670672,2005.11.10,tbird-sm1,Nov,10,16:57:52,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=17, state 1, GUID=d86b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1107,-,1131670672,2005.11.10,tbird-sm1,Nov,10,16:57:52,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=12, state 1, GUID=240c040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1108,-,1131670672,2005.11.10,tbird-sm1,Nov,10,16:57:52,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=11, state 1, GUID=5466040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1109,-,1131670673,2005.11.10,tbird-sm1,Nov,10,16:57:53,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=18, state 1, GUID=141b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1110,-,1131670673,2005.11.10,tbird-sm1,Nov,10,16:57:53,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=19, state 1, GUID=81b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1111,-,1131670673,2005.11.10,tbird-sm1,Nov,10,16:57:53,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=18, state 1, GUID=b06b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1112,-,1131670673,2005.11.10,tbird-sm1,Nov,10,16:57:53,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=21, state 1, GUID=4003040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1113,-,1131670673,2005.11.10,tbird-sm1,Nov,10,16:57:53,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=17, state 1, GUID=a814040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1114,-,1131670673,2005.11.10,tbird-sm1,Nov,10,16:57:53,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=17, state 1, GUID=9c74040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1115,-,1131670674,2005.11.10,tbird-sm1,Nov,10,16:57:54,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=19, state 1, GUID=a41a040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1116,-,1131670674,2005.11.10,tbird-sm1,Nov,10,16:57:54,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=20, state 1, GUID=981a040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1117,-,1131670674,2005.11.10,tbird-sm1,Nov,10,16:57:54,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=21, state 1, GUID=870040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1118,-,1131670674,2005.11.10,tbird-sm1,Nov,10,16:57:54,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=22, state 1, GUID=f474040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1119,-,1131670674,2005.11.10,tbird-sm1,Nov,10,16:57:54,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=18, state 1, GUID=5c0e040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1120,-,1131670674,2005.11.10,tbird-sm1,Nov,10,16:57:54,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=18, state 1, GUID=fc63040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1121,-,1131670675,2005.11.10,tbird-sm1,Nov,10,16:57:55,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=20, state 1, GUID=941a040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1122,-,1131670675,2005.11.10,tbird-sm1,Nov,10,16:57:55,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=21, state 1, GUID=17040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1123,-,1131670675,2005.11.10,tbird-sm1,Nov,10,16:57:55,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=22, state 1, GUID=470040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1124,-,1131670675,2005.11.10,tbird-sm1,Nov,10,16:57:55,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=23, state 1, GUID=6466040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1125,-,1131670675,2005.11.10,tbird-sm1,Nov,10,16:57:55,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=20, state 1, GUID=d418040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1126,-,1131670675,2005.11.10,tbird-sm1,Nov,10,16:57:55,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=19, state 1, GUID=ac22040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1127,-,1131670676,2005.11.10,dn326,Nov,10,16:57:56,dn326/dn326,ntpd,31779,"synchronized to 10.100.30.250, stratum 3",E13,"synchronized to <*>.<*>.<*>.<*>, stratum <*>"
1128,-,1131670676,2005.11.10,tbird-sm1,Nov,10,16:57:56,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=21, state 1, GUID=681b040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1129,-,1131670676,2005.11.10,tbird-sm1,Nov,10,16:57:56,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=22, state 1, GUID=f816040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1130,-,1131670676,2005.11.10,tbird-sm1,Nov,10,16:57:56,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7d7d020000ad0500, port=24, state 1, GUID=5c72040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1131,-,1131670677,2005.11.10,tbird-sm1,Nov,10,16:57:57,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=23, state 1, GUID=6c6a040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1132,-,1131670677,2005.11.10,tbird-sm1,Nov,10,16:57:57,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=21, state 1, GUID=7414040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1133,-,1131670677,2005.11.10,tbird-sm1,Nov,10,16:57:57,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=20, state 1, GUID=5c66040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1134,-,1131670678,2005.11.10,tbird-sm1,Nov,10,16:57:58,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=3c79020000ad0500, port=22, state 1, GUID=5816040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1135,-,1131670678,2005.11.10,tbird-sm1,Nov,10,16:57:58,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=4a7c020000ad0500, port=23, state 1, GUID=9016040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1136,-,1131670678,2005.11.10,tbird-sm1,Nov,10,16:57:58,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=679020000ad0500, port=24, state 1, GUID=f86f040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1137,-,1131670678,2005.11.10,tbird-sm1,Nov,10,16:57:58,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=7e020000ad0500, port=22, state 1, GUID=8010040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
1138,-,1131670678,2005.11.10,tbird-sm1,Nov,10,16:57:58,src@tbird-sm1,ib_sm.x,24904,"[ib_sm_bringup.c:450]: Active state mismatch GUID=e7e020000ad0500, port=21, state 1, GUID=6004040000ad0500, port=1, state 4",E32,"[ib_sm_bringup.c:450]: Active state mismatch GUID=<8>, port=<*>, state <*>, GUID=<*>, port=<*>, state <*>"
